 n       xn1             |f(xn1)|
 5 3.031250000000000e+00 4.549851320365628e-02
 6 3.046875000000000e+00 1.816920957907486e-02
 7 3.054687500000000e+00 4.311573409498504e-03
 8 3.058593750000000e+00 2.665476027821967e-03
 9 3.056640625000000e+00 8.270675343551304e-04
10 3.057617187500000e+00 9.181995684575117e-04
11 3.057128906250000e+00 4.531484340919434e-05
12 3.056884765625000e+00 3.909391393928097e-04
13 3.057006835937500e+00 1.728278464081523e-04
14 3.057067871093750e+00 6.376042609557153e-05
15 3.057098388671875e+00 9.223772491129267e-06
16 3.057113647460938e+00 1.804529017213063e-05
17 3.057106018066406e+00 4.410697518775208e-06
18 3.057102203369141e+00 2.406552816580643e-06
19 3.057104110717773e+00 1.002068518385357e-06
20 3.057103157043457e+00 7.022431072201130e-07

 n       xn1             |f(xn1)|
 0 7.500000000000000e-01 3.357864376269049e-01
 1 6.250000000000000e-01 2.227590650225735e-01
 2 6.875000000000000e-01 2.456077539490931e-02
 3 6.562500000000000e-01 1.075925286967101e-01
 4 6.718750000000000e-01 4.358222000054424e-02
 5 6.796875000000000e-01 1.001963049941446e-02
 6 6.835937500000000e-01 7.144338890323620e-03
 7 6.816406250000000e-01 1.469329873796887e-03
 8 6.826171875000000e-01 2.829599108000957e-03
 9 6.821289062500000e-01 6.781563090836329e-04
10 6.818847656250000e-01 3.960816035961656e-04
11 6.820068359375000e-01 1.409136779404463e-04
12 6.819458007812500e-01 1.276148853435188e-04
13 6.819763183593750e-01 6.641666146611769e-06
14 6.819610595703125e-01 6.048854219597999e-05
15 6.819686889648438e-01 2.692392116654396e-05
16 6.819725036621094e-01 1.014124829468166e-05
17 6.819744110107422e-01 1.749821270324858e-06
18 6.819753646850586e-01 2.445914888848932e-06

 n       xn1             |f(xn1)|
 0 1.500000000000000e+00 1.461599999999983e+00
 1 1.250000000000000e+00 9.201937500000028e-01
 2 1.125000000000000e+00 1.914339843749957e-01
 3 1.062500000000000e+00 3.185422119140640e-01
 4 1.093750000000000e+00 5.043403472900110e-02
 5 1.109375000000000e+00 7.370435628891414e-02
 6 1.101562500000000e+00 1.244565505385253e-02
 7 1.097656250000000e+00 1.879038651622977e-02
 8 1.099609375000000e+00 3.121562588233928e-03
 9 1.100585937500000e+00 4.674728576716802e-03
10 1.100097656250000e+00 7.797558845936692e-04
11 1.099853515625000e+00 1.170109841105216e-03
12 1.099975585937500e+00 1.949786366068906e-04
13 1.100036621093750e+00 2.924382049087626e-04
14 1.100006103515625e+00 4.874217994910168e-05
15 1.099990844726562e+00 7.311512930385788e-05
16 1.099998474121094e+00 1.218569993710616e-05
17 1.100002288818359e+00 1.827843369284210e-05
18 1.100000381469727e+00 3.046415308460837e-06
19 1.099999427795410e+00 4.569630213779874e-06

 n       xn1             |f(xn1)|
 0 2.500000000000000e+00 6.383999999999972e-01
 1 2.250000000000000e+00 1.298062500000086e-01
 2 2.125000000000000e+00 2.054964843749971e-01
 3 2.187500000000000e+00 3.345974121094031e-02
 4 2.218750000000000e+00 4.947273101806360e-02
 5 2.203125000000000e+00 8.306866550448433e-03
 6 2.195312500000000e+00 1.250448483823874e-02
 7 2.199218750000000e+00 2.080424975979156e-03
 8 2.201171875000000e+00 3.117866029249683e-03
 9 2.200195312500000e+00 5.198757007818244e-04
10 2.199707031250000e+00 7.799866123079369e-04
11 2.199951171875000e+00 1.299833533536798e-04
12 2.200073242187500e+00 1.949642113245886e-04
13 2.200012207031250e+00 3.249493688173288e-05
14 2.199981689453125e+00 4.874308145730311e-05
15 2.199996948242188e+00 8.123790557590382e-06
16 2.200004577636719e+00 1.218564359106722e-05
17 2.200000762939453e+00 2.030944109776556e-06
18 2.199998855590820e+00 3.046418832752806e-06
19 2.199999809265137e+00 5.077362388306028e-07

 n       xn1             |f(xn1)|
 0 3.500000000000000e+00 5.615999999999630e-01
 1 3.250000000000000e+00 1.298062500000370e-01
 2 3.375000000000000e+00 2.054964843749687e-01
 3 3.312500000000000e+00 3.345974121088346e-02
 4 3.281250000000000e+00 4.947273101806360e-02
 5 3.296875000000000e+00 8.306866550476855e-03
 6 3.304687500000000e+00 1.250448483821032e-02
 7 3.300781250000000e+00 2.080424975979156e-03
 8 3.298828125000000e+00 3.117866029278105e-03
 9 3.299804687500000e+00 5.198757008102461e-04
10 3.300292968750000e+00 7.799866122510934e-04
11 3.300048828125000e+00 1.299833533252581e-04
12 3.299926757812500e+00 1.949642113530103e-04
13 3.299987792968750e+00 3.249493693857630e-05
14 3.300018310546875e+00 4.874308142888140e-05
15 3.300003051757812e+00 8.123790500746964e-06
16 3.299995422363281e+00 1.218564361948893e-05
17 3.299999237060547e+00 2.030944138198265e-06
18 3.300001144409180e+00 3.046418804331097e-06
19 3.300000190734863e+00 5.077361819871840e-07

 n       xn1             |f(xn1)|
 0 4.500000000000000e+00 9.384000000000086e-01
 1 4.250000000000000e+00 9.201937500000028e-01
 2 4.375000000000000e+00 1.914339843750028e-01
 3 4.437500000000000e+00 3.185422119140711e-01
 4 4.406250000000000e+00 5.043403472900110e-02
 5 4.390625000000000e+00 7.370435628887861e-02
 6 4.398437500000000e+00 1.244565505384543e-02
 7 4.402343750000000e+00 1.879038651623688e-02
 8 4.400390625000000e+00 3.121562588269455e-03
 9 4.399414062500000e+00 4.674728576723908e-03
10 4.399902343750000e+00 7.797558846434072e-04
11 4.400146484375000e+00 1.170109841105216e-03
12 4.400024414062500e+00 1.949786366779449e-04
13 4.399963378906250e+00 2.924382049442897e-04
14 4.399993896484375e+00 4.874217989225826e-05
15 4.400009155273438e+00 7.311512934649045e-05
16 4.400001525878906e+00 1.218569992289531e-05
17 4.399997711181641e+00 1.827843379231808e-05
18 4.399999618530273e+00 3.046415251617418e-06
19 4.400000572204590e+00 4.569630114303891e-06

 n       xn1             |f(xn1)|
 0 6.000000000000000e-01 1.304022822541032e+00
 1 5.758489459098021e-01 1.966934604737247e-02
 2 5.754731101513064e-01 5.123897938830169e-06
 3 5.754730121944055e-01 3.517186542012496e-13

